lineup_size,team_name,lineup_player_ids,lineup_player_names,games_used,stint_count,possessions,sec_played,min_played,min_played_str,sec_per_game,min_per_game,min_per_game_str,PTS,PTS_per_game,PTS_per100,PTS_per36,PTS_allowed,PTS_allowed_per_game,PTS_allowed_per100,PTS_allowed_per36,FGA,FGA_per_game,FGA_per100,FGA_per36,FGM,FGM_per_game,FGM_per100,FGM_per36,2PA,2PA_per_game,2PA_per100,2PA_per36,2PM,2PM_per_game,2PM_per100,2PM_per36,3PA,3PA_per_game,3PA_per100,3PA_per36,3PM,3PM_per_game,3PM_per100,3PM_per36,FTA,FTA_per_game,FTA_per100,FTA_per36,FTM,FTM_per_game,FTM_per100,FTM_per36,ORB,ORB_per_game,ORB_per100,ORB_per36,DRB,DRB_per_game,DRB_per100,DRB_per36,ORB_allowed,ORB_allowed_per_game,ORB_allowed_per100,ORB_allowed_per36,DRB_allowed,DRB_allowed_per_game,DRB_allowed_per100,DRB_allowed_per36,TOV,TOV_per_game,TOV_per100,TOV_per36,AST,AST_per_game,AST_per100,AST_per36,STL,STL_per_game,STL_per100,STL_per36,BLK,BLK_per_game,BLK_per100,BLK_per36,Fouls,Fouls_per_game,Fouls_per100,Fouls_per36,FT_allowed,FT_allowed_per_game,FT_allowed_per100,FT_allowed_per36,ORtg,DRtg,NetRtg,PACE,PM_total,PM_per_game,PM_per100,MIN_total,MIN_per_game,eFG,TS,FG2_pct,FG3_pct,FT_pct,TOV_pct,AST_ratio,ORB_pct,DRB_pct,TRB_pct,STL_pct,BLK_pct,Foul_per_poss,FT_allowed_rate_per100,FT_rate
2,福爾摩沙夢想家,77|79,馬建豪/張宗憲,5,285,339.0,4617.49,76.96,76:57,923.5,15.39,15:23,144.0,28.8,42.48,67.36,159.0,31.8,46.9,74.38,118.0,23.6,34.81,55.2,50.0,10.0,14.75,23.39,64.0,12.8,18.88,29.94,33.0,6.6,9.73,15.44,54.0,10.8,15.93,25.26,17.0,3.4,5.01,7.95,34.0,6.8,10.03,15.9,27.0,5.4,7.96,12.63,22.0,4.4,6.49,10.29,46.0,9.2,13.57,21.52,20.0,4.0,5.9,9.36,50.0,10.0,14.75,23.39,31.0,6.2,9.14,14.5,20.0,4.0,5.9,9.36,14.0,2.8,4.13,6.55,4.0,0.8,1.18,1.87,41.0,8.2,12.09,19.18,25.0,5.0,7.37,11.69,42.48,46.9,-4.42,105.72,-15.0,-3.0,-4.42,76.96,15.39,0.5,0.54,0.52,0.31,0.79,0.19,0.4,0.31,0.7,0.49,4.13,1.18,0.12,7.37,0.29
2,福爾摩沙夢想家,77|86,馬建豪/林俊吉,5,349,420.0,5423.35,90.39,90:23,1084.67,18.08,18:05,172.0,34.4,40.95,68.5,171.0,34.2,40.71,68.11,151.0,30.2,35.95,60.14,60.0,12.0,14.29,23.9,77.0,15.4,18.33,30.67,43.0,8.6,10.24,17.13,74.0,14.8,17.62,29.47,17.0,3.4,4.05,6.77,44.0,8.8,10.48,17.52,33.0,6.6,7.86,13.14,31.0,6.2,7.38,12.35,63.0,12.6,15.0,25.09,21.0,4.2,5.0,8.36,61.0,12.2,14.52,24.29,37.0,7.4,8.81,14.74,29.0,5.8,6.9,11.55,18.0,3.6,4.29,7.17,6.0,1.2,1.43,2.39,48.0,9.6,11.43,19.12,59.0,11.8,14.05,23.5,40.95,40.71,0.24,111.52,1.0,0.2,0.24,90.39,18.08,0.45,0.5,0.56,0.23,0.75,0.18,0.48,0.34,0.75,0.53,4.29,1.43,0.11,14.05,0.29
2,福爾摩沙夢想家,77|104,馬建豪/貝奇,2,186,225.0,2829.18,47.15,47:09,1414.59,23.58,23:35,93.0,46.5,41.33,71.0,102.0,51.0,45.33,77.87,68.0,34.0,30.22,51.92,30.0,15.0,13.33,22.9,29.0,14.5,12.89,22.14,17.0,8.5,7.56,12.98,39.0,19.5,17.33,29.78,13.0,6.5,5.78,9.93,25.0,12.5,11.11,19.09,20.0,10.0,8.89,15.27,11.0,5.5,4.89,8.4,26.0,13.0,11.56,19.85,14.0,7.0,6.22,10.69,33.0,16.5,14.67,25.19,26.0,13.0,11.56,19.85,13.0,6.5,5.78,9.93,13.0,6.5,5.78,9.93,2.0,1.0,0.89,1.53,28.0,14.0,12.44,21.38,28.0,14.0,12.44,21.38,41.33,45.33,-4.0,114.52,-9.0,-4.5,-4.0,47.15,23.58,0.54,0.59,0.59,0.33,0.8,0.25,0.43,0.25,0.65,0.44,5.78,0.89,0.12,12.44,0.37
2,福爾摩沙夢想家,77|9480,馬建豪/龍查,5,276,328.0,4440.73,74.01,74:01,888.15,14.8,14:48,110.0,22.0,33.54,53.5,155.0,31.0,47.26,75.39,111.0,22.2,33.84,53.99,43.0,8.6,13.11,20.92,56.0,11.2,17.07,27.24,30.0,6.0,9.15,14.59,55.0,11.0,16.77,26.75,13.0,2.6,3.96,6.32,20.0,4.0,6.1,9.73,13.0,2.6,3.96,6.32,15.0,3.0,4.57,7.3,55.0,11.0,16.77,26.75,28.0,5.6,8.54,13.62,50.0,10.0,15.24,24.32,34.0,6.8,10.37,16.54,20.0,4.0,6.1,9.73,18.0,3.6,5.49,8.76,7.0,1.4,2.13,3.4,32.0,6.4,9.76,15.56,38.0,7.6,11.59,18.48,33.54,47.26,-13.72,106.36,-45.0,-9.0,-13.72,74.01,14.8,0.45,0.46,0.54,0.24,0.65,0.22,0.47,0.23,0.66,0.47,5.49,2.13,0.1,11.59,0.18
2,福爾摩沙夢想家,79|86,張宗憲/林俊吉,4,159,186.0,2362.44,39.37,39:22,590.61,9.84,09:51,84.0,21.0,45.16,76.8,83.0,20.75,44.62,75.89,67.0,16.75,36.02,61.26,28.0,7.0,15.05,25.6,36.0,9.0,19.35,32.92,19.0,4.75,10.22,17.37,31.0,7.75,16.67,28.34,9.0,2.25,4.84,8.23,24.0,6.0,12.9,21.94,17.0,4.25,9.14,15.54,15.0,3.75,8.06,13.71,26.0,6.5,13.98,23.77,6.0,1.5,3.23,5.49,27.0,6.75,14.52,24.69,14.0,3.5,7.53,12.8,9.0,2.25,4.84,8.23,9.0,2.25,4.84,8.23,1.0,0.25,0.54,0.91,20.0,5.0,10.75,18.29,21.0,5.25,11.29,19.2,45.16,44.62,0.54,113.37,1.0,0.25,0.54,39.37,9.84,0.49,0.54,0.53,0.29,0.71,0.15,0.32,0.36,0.81,0.55,4.84,0.54,0.11,11.29,0.36
2,福爾摩沙夢想家,79|104,張宗憲/貝奇,2,132,156.0,2011.27,33.52,33:31,1005.63,16.76,16:46,70.0,35.0,44.87,75.18,69.0,34.5,44.23,74.1,49.0,24.5,31.41,52.62,21.0,10.5,13.46,22.55,22.0,11.0,14.1,23.63,10.0,5.0,6.41,10.74,27.0,13.5,17.31,29.0,11.0,5.5,7.05,11.81,23.0,11.5,14.74,24.7,17.0,8.5,10.9,18.26,8.0,4.0,5.13,8.59,20.0,10.0,12.82,21.48,8.0,4.0,5.13,8.59,25.0,12.5,16.03,26.85,14.0,7.0,8.97,15.04,10.0,5.0,6.41,10.74,9.0,4.5,5.77,9.67,1.0,0.5,0.64,1.07,21.0,10.5,13.46,22.55,12.0,6.0,7.69,12.89,44.87,44.23,0.64,111.69,1.0,0.5,0.64,33.52,16.76,0.54,0.59,0.45,0.41,0.74,0.19,0.48,0.24,0.71,0.46,5.77,0.64,0.13,7.69,0.47
2,福爾摩沙夢想家,79|9480,張宗憲/龍查,5,137,159.0,2106.38,35.11,35:06,421.28,7.02,07:01,53.0,10.6,33.33,54.35,76.0,15.2,47.8,77.93,47.0,9.4,29.56,48.2,20.0,4.0,12.58,20.51,21.0,4.2,13.21,21.53,11.0,2.2,6.92,11.28,26.0,5.2,16.35,26.66,9.0,1.8,5.66,9.23,11.0,2.2,6.92,11.28,6.0,1.2,3.77,6.15,3.0,0.6,1.89,3.08,25.0,5.0,15.72,25.64,16.0,3.2,10.06,16.41,26.0,5.2,16.35,26.66,18.0,3.6,11.32,18.46,10.0,2.0,6.29,10.25,9.0,1.8,5.66,9.23,2.0,0.4,1.26,2.05,16.0,3.2,10.06,16.41,12.0,2.4,7.55,12.31,33.33,47.8,-14.47,108.7,-23.0,-4.6,-14.47,35.11,7.02,0.52,0.51,0.52,0.35,0.55,0.26,0.5,0.1,0.61,0.4,5.66,1.26,0.1,7.55,0.23
2,福爾摩沙夢想家,86|104,林俊吉/貝奇,2,196,232.0,2827.94,47.13,47:08,1413.97,23.57,23:34,100.0,50.0,43.1,76.38,96.0,48.0,41.38,73.33,71.0,35.5,30.6,54.23,31.0,15.5,13.36,23.68,32.0,16.0,13.79,24.44,17.0,8.5,7.33,12.98,39.0,19.5,16.81,29.79,14.0,7.0,6.03,10.69,28.0,14.0,12.07,21.39,22.0,11.0,9.48,16.8,10.0,5.0,4.31,7.64,29.0,14.5,12.5,22.15,10.0,5.0,4.31,7.64,40.0,20.0,17.24,30.55,25.0,12.5,10.78,19.1,16.0,8.0,6.9,12.22,14.0,7.0,6.03,10.69,3.0,1.5,1.29,2.29,26.0,13.0,11.21,19.86,28.0,14.0,12.07,21.39,43.1,41.38,1.72,118.14,4.0,2.0,1.72,47.13,23.57,0.54,0.6,0.53,0.36,0.79,0.23,0.52,0.2,0.74,0.44,6.03,1.29,0.11,12.07,0.39
2,福爾摩沙夢想家,86|9480,林俊吉/龍查,5,260,304.0,4016.01,66.93,66:56,803.2,13.39,13:23,120.0,24.0,39.47,64.54,134.0,26.8,44.08,72.07,114.0,22.8,37.5,61.31,44.0,8.8,14.47,23.67,59.0,11.8,19.41,31.73,29.0,5.8,9.54,15.6,55.0,11.0,18.09,29.58,15.0,3.0,4.93,8.07,26.0,5.2,8.55,13.98,17.0,3.4,5.59,9.14,21.0,4.2,6.91,11.29,52.0,10.4,17.11,27.97,14.0,2.8,4.61,7.53,48.0,9.6,15.79,25.82,25.0,5.0,8.22,13.45,21.0,4.2,6.91,11.29,13.0,2.6,4.28,6.99,5.0,1.0,1.64,2.69,33.0,6.6,10.86,17.75,28.0,5.6,9.21,15.06,39.47,44.08,-4.61,109.0,-14.0,-2.8,-4.61,66.93,13.39,0.45,0.48,0.49,0.27,0.65,0.17,0.48,0.3,0.79,0.54,4.28,1.64,0.11,9.21,0.23
2,福爾摩沙夢想家,104|9480,貝奇/龍查,2,90,103.0,1309.62,21.83,21:50,654.81,10.91,10:55,38.0,19.0,36.89,62.67,43.0,21.5,41.75,70.92,30.0,15.0,29.13,49.48,14.0,7.0,13.59,23.09,11.0,5.5,10.68,18.14,7.0,3.5,6.8,11.55,19.0,9.5,18.45,31.34,7.0,3.5,6.8,11.55,7.0,3.5,6.8,11.55,3.0,1.5,2.91,4.95,2.0,1.0,1.94,3.3,15.0,7.5,14.56,24.74,7.0,3.5,6.8,11.55,17.0,8.5,16.5,28.04,13.0,6.5,12.62,21.44,7.0,3.5,6.8,11.55,7.0,3.5,6.8,11.55,2.0,1.0,1.94,3.3,9.0,4.5,8.74,14.84,4.0,2.0,3.88,6.6,36.89,41.75,-4.85,113.25,-5.0,-2.5,-4.85,21.83,10.91,0.58,0.57,0.64,0.37,0.43,0.28,0.5,0.11,0.68,0.41,6.8,1.94,0.09,3.88,0.23
2,高雄全家海神,110|118,胡瓏貿/蘇文儒,4,351,424.0,6628.09,110.47,110:28,1657.02,27.62,27:37,201.0,50.25,47.41,65.5,201.0,50.25,47.41,65.5,158.0,39.5,37.26,51.49,67.0,16.75,15.8,21.83,71.0,17.75,16.75,23.14,39.0,9.75,9.2,12.71,87.0,21.75,20.52,28.35,28.0,7.0,6.6,9.12,50.0,12.5,11.79,16.29,39.0,9.75,9.2,12.71,26.0,6.5,6.13,8.47,64.0,16.0,15.09,20.86,31.0,7.75,7.31,10.1,59.0,14.75,13.92,19.23,23.0,5.75,5.42,7.5,49.0,12.25,11.56,15.97,12.0,3.0,2.83,3.91,5.0,1.25,1.18,1.63,53.0,13.25,12.5,17.27,49.0,12.25,11.56,15.97,47.41,47.41,0.0,92.12,0.0,0.0,0.0,110.47,27.62,0.51,0.56,0.55,0.32,0.78,0.11,0.73,0.31,0.67,0.5,2.83,1.18,0.12,11.56,0.32
