lineup_size,lineup_player_ids,lineup_player_names,team_name,opp_lineup_size,opp_lineup_player_ids,opp_lineup_player_names,opp_team_name,games_used,stint_count,possessions,sec_played,min_played,min_played_str,sec_per_game,min_per_game,min_per_game_str,PTS,PTS_per_game,PTS_per100,PTS_per36,PTS_allowed,PTS_allowed_per_game,PTS_allowed_per100,PTS_allowed_per36,FGA,FGA_per_game,FGA_per100,FGA_per36,FGM,FGM_per_game,FGM_per100,FGM_per36,2PA,2PA_per_game,2PA_per100,2PA_per36,2PM,2PM_per_game,2PM_per100,2PM_per36,3PA,3PA_per_game,3PA_per100,3PA_per36,3PM,3PM_per_game,3PM_per100,3PM_per36,FTA,FTA_per_game,FTA_per100,FTA_per36,FTM,FTM_per_game,FTM_per100,FTM_per36,ORB,ORB_per_game,ORB_per100,ORB_per36,DRB,DRB_per_game,DRB_per100,DRB_per36,ORB_allowed,ORB_allowed_per_game,ORB_allowed_per100,ORB_allowed_per36,DRB_allowed,DRB_allowed_per_game,DRB_allowed_per100,DRB_allowed_per36,TOV,TOV_per_game,TOV_per100,TOV_per36,AST,AST_per_game,AST_per100,AST_per36,STL,STL_per_game,STL_per100,STL_per36,BLK,BLK_per_game,BLK_per100,BLK_per36,Fouls,Fouls_per_game,Fouls_per100,Fouls_per36,FT_allowed,FT_allowed_per_game,FT_allowed_per100,FT_allowed_per36,ORtg,DRtg,NetRtg,PACE,PM_total,PM_per_game,PM_per100,MIN_total,MIN_per_game,eFG,TS,FG2_pct,FG3_pct,FT_pct,TOV_pct,AST_ratio,ORB_pct,DRB_pct,TRB_pct,STL_pct,BLK_pct,Foul_per_poss,FT_allowed_rate_per100,FT_rate
2,79|89,張宗憲/蔣淯安,福爾摩沙夢想家,2,75|76,高國豪/曾柏喻,新竹御嵿攻城獅,1,40,45.0,679.93,11.33,11:20,679.93,11.33,11:20,21.0,21.0,46.67,66.71,13.0,13.0,28.89,41.3,20.0,20.0,44.44,63.54,9.0,9.0,20.0,28.59,12.0,12.0,26.67,38.12,6.0,6.0,13.33,19.06,8.0,8.0,17.78,25.41,3.0,3.0,6.67,9.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.22,3.18,10.0,10.0,22.22,31.77,1.0,1.0,2.22,3.18,10.0,10.0,22.22,31.77,2.0,2.0,4.44,6.35,6.0,6.0,13.33,19.06,2.0,2.0,4.44,6.35,1.0,1.0,2.22,3.18,3.0,3.0,6.67,9.53,2.0,2.0,4.44,6.35,46.67,28.89,17.78,95.3,8.0,8.0,17.78,11.33,11.33,0.52,0.52,0.5,0.38,,0.09,0.67,0.09,0.91,0.5,4.44,2.22,0.07,4.44,0.0
2,75|76,高國豪/曾柏喻,新竹御嵿攻城獅,2,79|89,張宗憲/蔣淯安,福爾摩沙夢想家,1,40,45.0,679.93,11.33,11:20,679.93,11.33,11:20,13.0,13.0,28.89,41.3,21.0,21.0,46.67,66.71,16.0,16.0,35.56,50.83,5.0,5.0,11.11,15.88,10.0,10.0,22.22,31.77,4.0,4.0,8.89,12.71,6.0,6.0,13.33,19.06,1.0,1.0,2.22,3.18,2.0,2.0,4.44,6.35,2.0,2.0,4.44,6.35,1.0,1.0,2.22,3.18,10.0,10.0,22.22,31.77,1.0,1.0,2.22,3.18,10.0,10.0,22.22,31.77,5.0,5.0,11.11,15.88,2.0,2.0,4.44,6.35,2.0,2.0,4.44,6.35,2.0,2.0,4.44,6.35,4.0,4.0,8.89,12.71,0.0,0.0,0.0,0.0,28.89,46.67,-17.78,95.3,-8.0,-8.0,-17.78,11.33,11.33,0.34,0.39,0.4,0.17,1.0,0.23,0.4,0.09,0.91,0.5,4.44,4.44,0.09,0.0,0.12
2,79|89,張宗憲/蔣淯安,福爾摩沙夢想家,2,75|10885,高國豪/劉丞勳,新竹御嵿攻城獅,1,39,44.0,652.93,10.88,10:53,652.93,10.88,10:53,21.0,21.0,47.73,69.47,13.0,13.0,29.55,43.01,20.0,20.0,45.45,66.16,9.0,9.0,20.45,29.77,12.0,12.0,27.27,39.7,6.0,6.0,13.64,19.85,8.0,8.0,18.18,26.47,3.0,3.0,6.82,9.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.27,3.31,9.0,9.0,20.45,29.77,1.0,1.0,2.27,3.31,9.0,9.0,20.45,29.77,2.0,2.0,4.55,6.62,6.0,6.0,13.64,19.85,2.0,2.0,4.55,6.62,1.0,1.0,2.27,3.31,3.0,3.0,6.82,9.92,2.0,2.0,4.55,6.62,47.73,29.55,18.18,97.04,8.0,8.0,18.18,10.88,10.88,0.52,0.52,0.5,0.38,,0.09,0.67,0.1,0.9,0.5,4.55,2.27,0.07,4.55,0.0
2,75|10885,高國豪/劉丞勳,新竹御嵿攻城獅,2,79|89,張宗憲/蔣淯安,福爾摩沙夢想家,1,39,44.0,652.93,10.88,10:53,652.93,10.88,10:53,13.0,13.0,29.55,43.01,21.0,21.0,47.73,69.47,15.0,15.0,34.09,49.62,5.0,5.0,11.36,16.54,9.0,9.0,20.45,29.77,4.0,4.0,9.09,13.23,6.0,6.0,13.64,19.85,1.0,1.0,2.27,3.31,2.0,2.0,4.55,6.62,2.0,2.0,4.55,6.62,1.0,1.0,2.27,3.31,9.0,9.0,20.45,29.77,1.0,1.0,2.27,3.31,9.0,9.0,20.45,29.77,5.0,5.0,11.36,16.54,2.0,2.0,4.55,6.62,2.0,2.0,4.55,6.62,1.0,1.0,2.27,3.31,4.0,4.0,9.09,13.23,0.0,0.0,0.0,0.0,29.55,47.73,-18.18,97.04,-8.0,-8.0,-18.18,10.88,10.88,0.37,0.41,0.44,0.17,1.0,0.24,0.4,0.1,0.9,0.5,4.55,2.27,0.09,0.0,0.13
2,79|89,張宗憲/蔣淯安,福爾摩沙夢想家,2,75|10887,高國豪/德魯,新竹御嵿攻城獅,1,40,45.0,655.97,10.93,10:56,655.97,10.93,10:56,21.0,21.0,46.67,69.15,15.0,15.0,33.33,49.39,20.0,20.0,44.44,65.86,9.0,9.0,20.0,29.64,12.0,12.0,26.67,39.51,6.0,6.0,13.33,19.76,8.0,8.0,17.78,26.34,3.0,3.0,6.67,9.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.22,3.29,9.0,9.0,20.0,29.64,1.0,1.0,2.22,3.29,9.0,9.0,20.0,29.64,2.0,2.0,4.44,6.59,6.0,6.0,13.33,19.76,2.0,2.0,4.44,6.59,1.0,1.0,2.22,3.29,3.0,3.0,6.67,9.88,4.0,4.0,8.89,13.17,46.67,33.33,13.33,98.78,6.0,6.0,13.33,10.93,10.93,0.52,0.52,0.5,0.38,,0.09,0.67,0.1,0.9,0.5,4.44,2.22,0.07,8.89,0.0
2,75|10887,高國豪/德魯,新竹御嵿攻城獅,2,79|89,張宗憲/蔣淯安,福爾摩沙夢想家,1,40,45.0,655.97,10.93,10:56,655.97,10.93,10:56,15.0,15.0,33.33,49.39,21.0,21.0,46.67,69.15,15.0,15.0,33.33,49.39,5.0,5.0,11.11,16.46,9.0,9.0,20.0,29.64,4.0,4.0,8.89,13.17,6.0,6.0,13.33,19.76,1.0,1.0,2.22,3.29,4.0,4.0,8.89,13.17,4.0,4.0,8.89,13.17,1.0,1.0,2.22,3.29,9.0,9.0,20.0,29.64,1.0,1.0,2.22,3.29,9.0,9.0,20.0,29.64,5.0,5.0,11.11,16.46,2.0,2.0,4.44,6.59,2.0,2.0,4.44,6.59,1.0,1.0,2.22,3.29,7.0,7.0,15.56,23.05,0.0,0.0,0.0,0.0,33.33,46.67,-13.33,98.78,-6.0,-6.0,-13.33,10.93,10.93,0.37,0.45,0.44,0.17,1.0,0.23,0.4,0.1,0.9,0.5,4.44,2.22,0.16,0.0,0.27
2,79|89,張宗憲/蔣淯安,福爾摩沙夢想家,2,75|10888,高國豪/帕塞獅,新竹御嵿攻城獅,1,41,45.0,659.4,10.99,10:59,659.4,10.99,10:59,21.0,21.0,46.67,68.79,17.0,17.0,37.78,55.69,18.0,18.0,40.0,58.96,9.0,9.0,20.0,29.48,11.0,11.0,24.44,36.03,7.0,7.0,15.56,22.93,7.0,7.0,15.56,22.93,2.0,2.0,4.44,6.55,2.0,2.0,4.44,6.55,1.0,1.0,2.22,3.28,0.0,0.0,0.0,0.0,9.0,9.0,20.0,29.48,1.0,1.0,2.22,3.28,8.0,8.0,17.78,26.21,3.0,3.0,6.67,9.83,5.0,5.0,11.11,16.38,3.0,3.0,6.67,9.83,0.0,0.0,0.0,0.0,3.0,3.0,6.67,9.83,2.0,2.0,4.44,6.55,46.67,37.78,8.89,98.27,4.0,4.0,8.89,10.99,10.99,0.56,0.56,0.64,0.29,0.5,0.14,0.56,0.0,0.9,0.5,6.67,0.0,0.07,4.44,0.11
2,75|10888,高國豪/帕塞獅,新竹御嵿攻城獅,2,79|89,張宗憲/蔣淯安,福爾摩沙夢想家,1,41,45.0,659.4,10.99,10:59,659.4,10.99,10:59,17.0,17.0,37.78,55.69,21.0,21.0,46.67,68.79,16.0,16.0,35.56,52.41,7.0,7.0,15.56,22.93,11.0,11.0,24.44,36.03,6.0,6.0,13.33,19.65,5.0,5.0,11.11,16.38,1.0,1.0,2.22,3.28,2.0,2.0,4.44,6.55,2.0,2.0,4.44,6.55,1.0,1.0,2.22,3.28,8.0,8.0,17.78,26.21,0.0,0.0,0.0,0.0,9.0,9.0,20.0,29.48,4.0,4.0,8.89,13.1,4.0,4.0,8.89,13.1,2.0,2.0,4.44,6.55,2.0,2.0,4.44,6.55,3.0,3.0,6.67,9.83,2.0,2.0,4.44,6.55,37.78,46.67,-8.89,98.27,-4.0,-4.0,-8.89,10.99,10.99,0.47,0.5,0.55,0.2,1.0,0.19,0.57,0.1,1.0,0.5,4.44,4.44,0.07,4.44,0.12
2,79|89,張宗憲/蔣淯安,福爾摩沙夢想家,2,76|10885,曾柏喻/劉丞勳,新竹御嵿攻城獅,1,38,43.0,645.93,10.77,10:46,645.93,10.77,10:46,21.0,21.0,48.84,70.22,13.0,13.0,30.23,43.47,19.0,19.0,44.19,63.54,9.0,9.0,20.93,30.1,12.0,12.0,27.91,40.13,6.0,6.0,13.95,20.06,7.0,7.0,16.28,23.41,3.0,3.0,6.98,10.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.33,3.34,9.0,9.0,20.93,30.1,1.0,1.0,2.33,3.34,9.0,9.0,20.93,30.1,2.0,2.0,4.65,6.69,6.0,6.0,13.95,20.06,2.0,2.0,4.65,6.69,1.0,1.0,2.33,3.34,3.0,3.0,6.98,10.03,2.0,2.0,4.65,6.69,48.84,30.23,18.6,95.86,8.0,8.0,18.6,10.77,10.77,0.55,0.55,0.5,0.43,,0.1,0.67,0.1,0.9,0.5,4.65,2.33,0.07,4.65,0.0
2,76|10885,曾柏喻/劉丞勳,新竹御嵿攻城獅,2,79|89,張宗憲/蔣淯安,福爾摩沙夢想家,1,38,43.0,645.93,10.77,10:46,645.93,10.77,10:46,13.0,13.0,30.23,43.47,21.0,21.0,48.84,70.22,15.0,15.0,34.88,50.16,5.0,5.0,11.63,16.72,9.0,9.0,20.93,30.1,4.0,4.0,9.3,13.38,6.0,6.0,13.95,20.06,1.0,1.0,2.33,3.34,2.0,2.0,4.65,6.69,2.0,2.0,4.65,6.69,1.0,1.0,2.33,3.34,9.0,9.0,20.93,30.1,1.0,1.0,2.33,3.34,9.0,9.0,20.93,30.1,5.0,5.0,11.63,16.72,2.0,2.0,4.65,6.69,2.0,2.0,4.65,6.69,1.0,1.0,2.33,3.34,4.0,4.0,9.3,13.38,0.0,0.0,0.0,0.0,30.23,48.84,-18.6,95.86,-8.0,-8.0,-18.6,10.77,10.77,0.37,0.41,0.44,0.17,1.0,0.24,0.4,0.1,0.9,0.5,4.65,2.33,0.09,0.0,0.13
