lineup_size,team_name,lineup_player_ids,lineup_player_names,games_used,stint_count,possessions,sec_played,min_played,min_played_str,sec_per_game,min_per_game,min_per_game_str,PTS,PTS_per_game,PTS_per100,PTS_per36,PTS_allowed,PTS_allowed_per_game,PTS_allowed_per100,PTS_allowed_per36,FGA,FGA_per_game,FGA_per100,FGA_per36,FGM,FGM_per_game,FGM_per100,FGM_per36,2PA,2PA_per_game,2PA_per100,2PA_per36,2PM,2PM_per_game,2PM_per100,2PM_per36,3PA,3PA_per_game,3PA_per100,3PA_per36,3PM,3PM_per_game,3PM_per100,3PM_per36,FTA,FTA_per_game,FTA_per100,FTA_per36,FTM,FTM_per_game,FTM_per100,FTM_per36,ORB,ORB_per_game,ORB_per100,ORB_per36,DRB,DRB_per_game,DRB_per100,DRB_per36,ORB_allowed,ORB_allowed_per_game,ORB_allowed_per100,ORB_allowed_per36,DRB_allowed,DRB_allowed_per_game,DRB_allowed_per100,DRB_allowed_per36,TOV,TOV_per_game,TOV_per100,TOV_per36,AST,AST_per_game,AST_per100,AST_per36,STL,STL_per_game,STL_per100,STL_per36,BLK,BLK_per_game,BLK_per100,BLK_per36,Fouls,Fouls_per_game,Fouls_per100,Fouls_per36,FT_allowed,FT_allowed_per_game,FT_allowed_per100,FT_allowed_per36,ORtg,DRtg,NetRtg,PACE,PM_total,PM_per_game,PM_per100,MIN_total,MIN_per_game,eFG,TS,FG2_pct,FG3_pct,FT_pct,TOV_pct,AST_ratio,ORB_pct,DRB_pct,TRB_pct,STL_pct,BLK_pct,Foul_per_poss,FT_allowed_rate_per100,FT_rate
4,新北國王,21|24|29|34,李愷諺/蘇士軒/林書緯/沃許本,2,73,81.0,1252.02,20.87,20:52,626.01,10.43,10:26,35.0,17.5,43.21,60.38,45.0,22.5,55.56,77.63,36.0,18.0,44.44,62.11,15.0,7.5,18.52,25.88,24.0,12.0,29.63,41.41,12.0,6.0,14.81,20.7,12.0,6.0,14.81,20.7,3.0,1.5,3.7,5.18,2.0,1.0,2.47,3.45,0.0,0.0,0.0,0.0,5.0,2.5,6.17,8.63,17.0,8.5,20.99,29.33,3.0,1.5,3.7,5.18,16.0,8.0,19.75,27.6,4.0,2.0,4.94,6.9,6.0,3.0,7.41,10.35,2.0,1.0,2.47,3.45,2.0,1.0,2.47,3.45,3.0,1.5,3.7,5.18,1.0,0.5,1.23,1.73,43.21,55.56,-12.35,93.16,-10.0,-5.0,-12.35,20.87,10.43,0.46,0.47,0.5,0.25,0.0,0.1,0.4,0.24,0.85,0.54,2.47,2.47,0.04,1.23,0.06
4,新北國王,21|24|29|13029,李愷諺/蘇士軒/林書緯/杰倫,4,207,242.0,3506.92,58.45,58:27,876.73,14.61,14:37,99.0,24.75,40.91,60.98,117.0,29.25,48.35,72.06,94.0,23.5,38.84,57.9,40.0,10.0,16.53,24.64,51.0,12.75,21.07,31.41,26.0,6.5,10.74,16.01,43.0,10.75,17.77,26.48,14.0,3.5,5.79,8.62,7.0,1.75,2.89,4.31,3.0,0.75,1.24,1.85,9.0,2.25,3.72,5.54,47.0,11.75,19.42,28.95,19.0,4.75,7.85,11.7,40.0,10.0,16.53,24.64,14.0,3.5,5.79,8.62,21.0,5.25,8.68,12.93,8.0,2.0,3.31,4.93,3.0,0.75,1.24,1.85,20.0,5.0,8.26,12.32,23.0,5.75,9.5,14.17,40.91,48.35,-7.44,99.37,-18.0,-4.5,-7.44,58.45,14.61,0.5,0.51,0.51,0.33,0.43,0.13,0.52,0.18,0.71,0.49,3.31,1.24,0.08,9.5,0.07
4,新北國王,21|24|34|13029,李愷諺/蘇士軒/沃許本/杰倫,2,89,101.0,1550.02,25.83,25:50,775.01,12.92,12:55,46.0,23.0,45.54,64.1,55.0,27.5,54.46,76.64,45.0,22.5,44.55,62.71,21.0,10.5,20.79,29.26,31.0,15.5,30.69,43.2,17.0,8.5,16.83,23.69,14.0,7.0,13.86,19.51,4.0,2.0,3.96,5.57,2.0,1.0,1.98,2.79,0.0,0.0,0.0,0.0,8.0,4.0,7.92,11.15,17.0,8.5,16.83,23.69,4.0,2.0,3.96,5.57,17.0,8.5,16.83,23.69,7.0,3.5,6.93,9.75,8.0,4.0,7.92,11.15,3.0,1.5,2.97,4.18,2.0,1.0,1.98,2.79,4.0,2.0,3.96,5.57,1.0,0.5,0.99,1.39,45.54,54.46,-8.91,93.83,-9.0,-4.5,-8.91,25.83,12.92,0.51,0.5,0.55,0.29,0.0,0.13,0.38,0.32,0.81,0.54,2.97,1.98,0.04,0.99,0.04
4,新北國王,21|29|34|13029,李愷諺/林書緯/沃許本/杰倫,3,91,101.0,1468.65,24.48,24:29,489.55,8.16,08:10,44.0,14.67,43.56,64.71,59.0,19.67,58.42,86.77,40.0,13.33,39.6,58.83,18.0,6.0,17.82,26.47,27.0,9.0,26.73,39.71,14.0,4.67,13.86,20.59,13.0,4.33,12.87,19.12,4.0,1.33,3.96,5.88,6.0,2.0,5.94,8.82,2.0,0.67,1.98,2.94,5.0,1.67,4.95,7.35,18.0,6.0,17.82,26.47,5.0,1.67,4.95,7.35,18.0,6.0,17.82,26.47,7.0,2.33,6.93,10.3,8.0,2.67,7.92,11.77,3.0,1.0,2.97,4.41,2.0,0.67,1.98,2.94,4.0,1.33,3.96,5.88,1.0,0.33,0.99,1.47,43.56,58.42,-14.85,99.03,-15.0,-5.0,-14.85,24.48,8.16,0.5,0.52,0.52,0.31,0.33,0.14,0.44,0.22,0.78,0.5,2.97,1.98,0.04,0.99,0.15
4,新北國王,24|29|34|13029,蘇士軒/林書緯/沃許本/杰倫,4,136,153.0,2298.53,38.31,38:19,574.63,9.58,09:35,68.0,17.0,44.44,63.9,79.0,19.75,51.63,74.24,60.0,15.0,39.22,56.38,26.0,6.5,16.99,24.43,40.0,10.0,26.14,37.59,20.0,5.0,13.07,18.79,20.0,5.0,13.07,18.79,6.0,1.5,3.92,5.64,6.0,1.5,3.92,5.64,2.0,0.5,1.31,1.88,9.0,2.25,5.88,8.46,27.0,6.75,17.65,25.37,7.0,1.75,4.58,6.58,33.0,8.25,21.57,31.01,11.0,2.75,7.19,10.34,14.0,3.5,9.15,13.16,8.0,2.0,5.23,7.52,2.0,0.5,1.31,1.88,9.0,2.25,5.88,8.46,16.0,4.0,10.46,15.04,44.44,51.63,-7.19,95.85,-11.0,-2.75,-7.19,38.31,9.58,0.48,0.54,0.5,0.3,0.33,0.15,0.54,0.21,0.79,0.47,5.23,1.31,0.06,10.46,0.1
4,新北中信特攻,40|43|10877|10880,謝亞軒/林韋翰/阿巴西/內馬,2,158,181.0,2590.51,43.18,43:11,1295.26,21.59,21:35,78.0,39.0,43.09,65.04,92.0,46.0,50.83,76.71,75.0,37.5,41.44,62.54,32.0,16.0,17.68,26.68,39.0,19.5,21.55,32.52,22.0,11.0,12.15,18.34,36.0,18.0,19.89,30.02,10.0,5.0,5.52,8.34,8.0,4.0,4.42,6.67,5.0,2.5,2.76,4.17,11.0,5.5,6.08,9.17,34.0,17.0,18.78,28.35,6.0,3.0,3.31,5.0,31.0,15.5,17.13,25.85,12.0,6.0,6.63,10.01,21.0,10.5,11.6,17.51,6.0,3.0,3.31,5.0,2.0,1.0,1.1,1.67,18.0,9.0,9.94,15.01,8.0,4.0,4.42,6.67,43.09,50.83,-7.73,100.61,-14.0,-7.0,-7.73,43.18,21.59,0.49,0.5,0.56,0.28,0.62,0.13,0.66,0.26,0.85,0.55,3.31,1.1,0.1,4.42,0.11
4,新北中信特攻,40|43|10877|10881,謝亞軒/林韋翰/阿巴西/飛克,2,118,132.0,1979.09,32.98,32:59,989.55,16.49,16:30,61.0,30.5,46.21,66.58,65.0,32.5,49.24,70.94,53.0,26.5,40.15,57.84,24.0,12.0,18.18,26.19,24.0,12.0,18.18,26.19,16.0,8.0,12.12,17.46,29.0,14.5,21.97,31.65,8.0,4.0,6.06,8.73,6.0,3.0,4.55,6.55,4.0,2.0,3.03,4.37,7.0,3.5,5.3,7.64,25.0,12.5,18.94,27.29,3.0,1.5,2.27,3.27,22.0,11.0,16.67,24.01,11.0,5.5,8.33,12.01,19.0,9.5,14.39,20.74,7.0,3.5,5.3,7.64,1.0,0.5,0.76,1.09,14.0,7.0,10.61,15.28,10.0,5.0,7.58,10.91,46.21,49.24,-3.03,96.04,-4.0,-2.0,-3.03,32.98,16.49,0.53,0.55,0.67,0.28,0.67,0.17,0.79,0.24,0.89,0.56,5.3,0.76,0.11,7.58,0.11
4,新北中信特攻,40|43|10880|10881,謝亞軒/林韋翰/內馬/飛克,2,79,85.0,1363.09,22.72,22:43,681.54,11.36,11:22,43.0,21.5,50.59,68.14,45.0,22.5,52.94,71.31,34.0,17.0,40.0,53.88,18.0,9.0,21.18,28.52,17.0,8.5,20.0,26.94,11.0,5.5,12.94,17.43,17.0,8.5,20.0,26.94,7.0,3.5,8.24,11.09,5.0,2.5,5.88,7.92,2.0,1.0,2.35,3.17,2.0,1.0,2.35,3.17,18.0,9.0,21.18,28.52,1.0,0.5,1.18,1.58,17.0,8.5,20.0,26.94,7.0,3.5,8.24,11.09,15.0,7.5,17.65,23.77,5.0,2.5,5.88,7.92,1.0,0.5,1.18,1.58,8.0,4.0,9.41,12.68,2.0,1.0,2.35,3.17,50.59,52.94,-2.35,89.8,-2.0,-1.0,-2.35,22.72,11.36,0.63,0.59,0.65,0.41,0.4,0.16,0.83,0.11,0.95,0.53,5.88,1.18,0.09,2.35,0.15
4,新北中信特攻,40|10877|10880|10881,謝亞軒/阿巴西/內馬/飛克,2,90,100.0,1586.91,26.45,26:27,793.46,13.22,13:13,50.0,25.0,50.0,68.06,55.0,27.5,55.0,74.86,38.0,19.0,38.0,51.72,21.0,10.5,21.0,28.58,20.0,10.0,20.0,27.22,14.0,7.0,14.0,19.06,18.0,9.0,18.0,24.5,7.0,3.5,7.0,9.53,4.0,2.0,4.0,5.44,2.0,1.0,2.0,2.72,2.0,1.0,2.0,2.72,18.0,9.0,18.0,24.5,4.0,2.0,4.0,5.44,20.0,10.0,20.0,27.22,7.0,3.5,7.0,9.53,16.0,8.0,16.0,21.78,5.0,2.5,5.0,6.81,1.0,0.5,1.0,1.36,11.0,5.5,11.0,14.97,2.0,1.0,2.0,2.72,50.0,55.0,-5.0,90.74,-5.0,-2.5,-5.0,26.45,13.22,0.64,0.63,0.7,0.39,0.5,0.15,0.76,0.09,0.82,0.45,5.0,1.0,0.11,2.0,0.11
4,新北中信特攻,43|10877|10880|10881,林韋翰/阿巴西/內馬/飛克,2,105,116.0,1754.31,29.24,29:14,877.16,14.62,14:37,56.0,28.0,48.28,68.95,58.0,29.0,50.0,71.41,49.0,24.5,42.24,60.33,21.0,10.5,18.1,25.86,23.0,11.5,19.83,28.32,13.0,6.5,11.21,16.01,26.0,13.0,22.41,32.01,8.0,4.0,6.9,9.85,6.0,3.0,5.17,7.39,3.0,1.5,2.59,3.69,6.0,3.0,5.17,7.39,26.0,13.0,22.41,32.01,2.0,1.0,1.72,2.46,21.0,10.5,18.1,25.86,7.0,3.5,6.03,8.62,16.0,8.0,13.79,19.7,5.0,2.5,4.31,6.16,3.0,1.5,2.59,3.69,10.0,5.0,8.62,12.31,8.0,4.0,6.9,9.85,48.28,50.0,-1.72,95.22,-2.0,-1.0,-1.72,29.24,14.62,0.51,0.54,0.57,0.31,0.5,0.12,0.76,0.22,0.93,0.58,4.31,2.59,0.09,6.9,0.12
