lineup_size,team_name,lineup_player_ids,lineup_player_names,games_used,stint_count,possessions,sec_played,min_played,min_played_str,sec_per_game,min_per_game,min_per_game_str,PTS,PTS_per_game,PTS_per100,PTS_per36,PTS_allowed,PTS_allowed_per_game,PTS_allowed_per100,PTS_allowed_per36,FGA,FGA_per_game,FGA_per100,FGA_per36,FGM,FGM_per_game,FGM_per100,FGM_per36,2PA,2PA_per_game,2PA_per100,2PA_per36,2PM,2PM_per_game,2PM_per100,2PM_per36,3PA,3PA_per_game,3PA_per100,3PA_per36,3PM,3PM_per_game,3PM_per100,3PM_per36,FTA,FTA_per_game,FTA_per100,FTA_per36,FTM,FTM_per_game,FTM_per100,FTM_per36,ORB,ORB_per_game,ORB_per100,ORB_per36,DRB,DRB_per_game,DRB_per100,DRB_per36,ORB_allowed,ORB_allowed_per_game,ORB_allowed_per100,ORB_allowed_per36,DRB_allowed,DRB_allowed_per_game,DRB_allowed_per100,DRB_allowed_per36,TOV,TOV_per_game,TOV_per100,TOV_per36,AST,AST_per_game,AST_per100,AST_per36,STL,STL_per_game,STL_per100,STL_per36,BLK,BLK_per_game,BLK_per100,BLK_per36,Fouls,Fouls_per_game,Fouls_per100,Fouls_per36,FT_allowed,FT_allowed_per_game,FT_allowed_per100,FT_allowed_per36,ORtg,DRtg,NetRtg,PACE,PM_total,PM_per_game,PM_per100,MIN_total,MIN_per_game,eFG,TS,FG2_pct,FG3_pct,FT_pct,TOV_pct,AST_ratio,ORB_pct,DRB_pct,TRB_pct,STL_pct,BLK_pct,Foul_per_poss,FT_allowed_rate_per100,FT_rate
2,新北國王,21|24,李愷諺/蘇士軒,4,251,297.0,4216.06,70.27,70:16,1054.01,17.57,17:34,124.0,31.0,41.75,63.53,145.0,36.25,48.82,74.29,112.0,28.0,37.71,57.38,49.0,12.25,16.5,25.1,60.0,15.0,20.2,30.74,31.0,7.75,10.44,15.88,52.0,13.0,17.51,26.64,18.0,4.5,6.06,9.22,15.0,3.75,5.05,7.68,8.0,2.0,2.69,4.1,14.0,3.5,4.71,7.17,52.0,13.0,17.51,26.64,25.0,6.25,8.42,12.81,44.0,11.0,14.81,22.54,20.0,5.0,6.73,10.25,26.0,6.5,8.75,13.32,11.0,2.75,3.7,5.64,3.0,0.75,1.01,1.54,22.0,5.5,7.41,11.27,24.0,6.0,8.08,12.3,41.75,48.82,-7.07,101.44,-21.0,-5.25,-7.07,70.27,17.57,0.52,0.52,0.52,0.35,0.53,0.14,0.53,0.24,0.68,0.49,3.7,1.01,0.07,8.08,0.13
2,新北國王,21|29,李愷諺/林書緯,4,310,361.0,4935.97,82.27,82:16,1233.99,20.57,20:34,145.0,36.25,40.17,63.45,179.0,44.75,49.58,78.33,133.0,33.25,36.84,58.2,54.0,13.5,14.96,23.63,74.0,18.5,20.5,32.38,36.0,9.0,9.97,15.75,59.0,14.75,16.34,25.82,18.0,4.5,4.99,7.88,27.0,6.75,7.48,11.82,18.0,4.5,4.99,7.88,19.0,4.75,5.26,8.31,64.0,16.0,17.73,28.01,24.0,6.0,6.65,10.5,54.0,13.5,14.96,23.63,26.0,6.5,7.2,11.38,32.0,8.0,8.86,14.0,15.0,3.75,4.16,6.56,3.0,0.75,0.83,1.31,36.0,9.0,9.97,15.75,42.0,10.5,11.63,18.38,40.17,49.58,-9.42,105.32,-34.0,-8.5,-9.42,82.27,20.57,0.47,0.5,0.49,0.31,0.67,0.15,0.59,0.26,0.73,0.52,4.16,0.83,0.1,11.63,0.2
2,新北國王,21|34,李愷諺/沃許本,2,126,144.0,2029.01,33.82,33:49,1014.5,16.91,16:55,61.0,30.5,42.36,64.94,82.0,41.0,56.94,87.29,54.0,27.0,37.5,57.49,25.0,12.5,17.36,26.61,38.0,19.0,26.39,40.45,21.0,10.5,14.58,22.36,16.0,8.0,11.11,17.03,4.0,2.0,2.78,4.26,11.0,5.5,7.64,11.71,7.0,3.5,4.86,7.45,9.0,4.5,6.25,9.58,22.0,11.0,15.28,23.42,7.0,3.5,4.86,7.45,23.0,11.5,15.97,24.48,12.0,6.0,8.33,12.77,12.0,6.0,8.33,12.77,7.0,3.5,4.86,7.45,2.0,1.0,1.39,2.13,11.0,5.5,7.64,11.71,6.0,3.0,4.17,6.39,42.36,56.94,-14.58,102.2,-21.0,-10.5,-14.58,33.82,16.91,0.5,0.52,0.55,0.25,0.64,0.17,0.48,0.28,0.76,0.51,4.86,1.39,0.08,4.17,0.2
2,新北國王,21|13029,李愷諺/杰倫,4,368,435.0,5913.21,98.55,98:33,1478.3,24.64,24:38,180.0,45.0,41.38,65.75,213.0,53.25,48.97,77.81,151.0,37.75,34.71,55.16,63.0,15.75,14.48,23.01,84.0,21.0,19.31,30.68,41.0,10.25,9.43,14.98,67.0,16.75,15.4,24.47,22.0,5.5,5.06,8.04,45.0,11.25,10.34,16.44,32.0,8.0,7.36,11.69,24.0,6.0,5.52,8.77,70.0,17.5,16.09,25.57,34.0,8.5,7.82,12.42,65.0,16.25,14.94,23.74,32.0,8.0,7.36,11.69,37.0,9.25,8.51,13.52,18.0,4.5,4.14,6.58,3.0,0.75,0.69,1.1,42.0,10.5,9.66,15.34,41.0,10.25,9.43,14.98,41.38,48.97,-7.59,105.93,-33.0,-8.25,-7.59,98.55,24.64,0.49,0.53,0.49,0.33,0.71,0.16,0.59,0.27,0.67,0.49,4.14,0.69,0.1,9.43,0.3
2,新北國王,24|29,蘇士軒/林書緯,5,351,414.0,5930.11,98.84,98:50,1186.02,19.77,19:46,191.0,38.2,46.14,69.57,188.0,37.6,45.41,68.48,160.0,32.0,38.65,58.28,74.0,14.8,17.87,26.95,90.0,18.0,21.74,32.78,46.0,9.2,11.11,16.76,70.0,14.0,16.91,25.5,28.0,5.6,6.76,10.2,19.0,3.8,4.59,6.92,13.0,2.6,3.14,4.74,20.0,4.0,4.83,7.28,69.0,13.8,16.67,25.13,32.0,6.4,7.73,11.66,77.0,15.4,18.6,28.05,26.0,5.2,6.28,9.47,43.0,8.6,10.39,15.66,18.0,3.6,4.35,6.56,4.0,0.8,0.97,1.46,33.0,6.6,7.97,12.02,47.0,9.4,11.35,17.12,46.14,45.41,0.72,100.53,3.0,0.6,0.72,98.84,19.77,0.55,0.57,0.51,0.4,0.68,0.13,0.58,0.21,0.68,0.45,4.35,0.97,0.08,11.35,0.12
2,新北國王,24|34,蘇士軒/沃許本,3,154,176.0,2636.25,43.94,43:56,878.75,14.65,14:39,81.0,27.0,46.02,66.37,90.0,30.0,51.14,73.74,71.0,23.67,40.34,58.17,33.0,11.0,18.75,27.04,48.0,16.0,27.27,39.33,25.0,8.33,14.2,20.48,23.0,7.67,13.07,18.84,8.0,2.67,4.55,6.55,4.0,1.33,2.27,3.28,1.0,0.33,0.57,0.82,12.0,4.0,6.82,9.83,28.0,9.33,15.91,22.94,9.0,3.0,5.11,7.37,34.0,11.33,19.32,27.86,14.0,4.67,7.95,11.47,16.0,5.33,9.09,13.11,9.0,3.0,5.11,7.37,2.0,0.67,1.14,1.64,9.0,3.0,5.11,7.37,18.0,6.0,10.23,14.75,46.02,51.14,-5.11,96.14,-9.0,-3.0,-5.11,43.94,14.65,0.52,0.56,0.52,0.35,0.25,0.16,0.48,0.26,0.76,0.48,5.11,1.14,0.05,10.23,0.06
2,新北國王,24|13029,蘇士軒/杰倫,5,424,502.0,7114.59,118.58,118:35,1422.92,23.72,23:43,229.0,45.8,45.62,69.52,237.0,47.4,47.21,71.95,189.0,37.8,37.65,57.38,88.0,17.6,17.53,26.72,106.0,21.2,21.12,32.18,54.0,10.8,10.76,16.39,83.0,16.6,16.53,25.2,34.0,6.8,6.77,10.32,30.0,6.0,5.98,9.11,19.0,3.8,3.78,5.77,25.0,5.0,4.98,7.59,81.0,16.2,16.14,24.59,41.0,8.2,8.17,12.45,85.0,17.0,16.93,25.81,34.0,6.8,6.77,10.32,51.0,10.2,10.16,15.48,21.0,4.2,4.18,6.38,4.0,0.8,0.8,1.21,38.0,7.6,7.57,11.54,61.0,12.2,12.15,18.52,45.62,47.21,-1.59,101.61,-8.0,-1.6,-1.59,118.58,23.72,0.56,0.57,0.51,0.41,0.63,0.14,0.58,0.23,0.66,0.46,4.18,0.8,0.08,12.15,0.16
2,新北國王,29|34,林書緯/沃許本,3,281,324.0,4576.27,76.27,76:16,1525.42,25.42,25:25,148.0,49.33,45.68,69.86,156.0,52.0,48.15,73.63,122.0,40.67,37.65,57.58,57.0,19.0,17.59,26.9,79.0,26.33,24.38,37.29,42.0,14.0,12.96,19.82,43.0,14.33,13.27,20.3,15.0,5.0,4.63,7.08,20.0,6.67,6.17,9.44,11.0,3.67,3.4,5.19,20.0,6.67,6.17,9.44,49.0,16.33,15.12,23.13,19.0,6.33,5.86,8.97,59.0,19.67,18.21,27.85,26.0,8.67,8.02,12.27,34.0,11.33,10.49,16.05,18.0,6.0,5.56,8.5,2.0,0.67,0.62,0.94,24.0,8.0,7.41,11.33,31.0,10.33,9.57,14.63,45.68,48.15,-2.47,101.95,-8.0,-2.67,-2.47,76.27,25.42,0.53,0.57,0.53,0.35,0.55,0.17,0.6,0.25,0.72,0.47,5.56,0.62,0.07,9.57,0.16
2,新北國王,29|13029,林書緯/杰倫,5,603,713.0,9818.05,163.63,163:38,1963.61,32.73,32:44,325.0,65.0,45.58,71.5,319.0,63.8,44.74,70.18,270.0,54.0,37.87,59.4,121.0,24.2,16.97,26.62,151.0,30.2,21.18,33.22,75.0,15.0,10.52,16.5,119.0,23.8,16.69,26.18,46.0,9.2,6.45,10.12,54.0,10.8,7.57,11.88,38.0,7.6,5.33,8.36,42.0,8.4,5.89,9.24,115.0,23.0,16.13,25.3,51.0,10.2,7.15,11.22,121.0,24.2,16.97,26.62,45.0,9.0,6.31,9.9,76.0,15.2,10.66,16.72,29.0,5.8,4.07,6.38,6.0,1.2,0.84,1.32,65.0,13.0,9.12,14.3,89.0,17.8,12.48,19.58,45.58,44.74,0.84,104.57,6.0,1.2,0.84,163.63,32.73,0.53,0.55,0.5,0.39,0.7,0.13,0.63,0.26,0.69,0.48,4.07,0.84,0.09,12.48,0.2
2,新北國王,34|13029,沃許本/杰倫,3,257,300.0,4247.7,70.79,70:48,1415.9,23.6,23:36,143.0,47.67,47.67,72.72,137.0,45.67,45.67,69.67,112.0,37.33,37.33,56.95,53.0,17.67,17.67,26.95,73.0,24.33,24.33,37.12,38.0,12.67,12.67,19.32,39.0,13.0,13.0,19.83,15.0,5.0,5.0,7.63,26.0,8.67,8.67,13.22,16.0,5.33,5.33,8.14,21.0,7.0,7.0,10.68,45.0,15.0,15.0,22.88,18.0,6.0,6.0,9.15,54.0,18.0,18.0,27.46,23.0,7.67,7.67,11.7,31.0,10.33,10.33,15.76,14.0,4.67,4.67,7.12,2.0,0.67,0.67,1.02,24.0,8.0,8.0,12.2,26.0,8.67,8.67,13.22,47.67,45.67,2.0,101.7,6.0,2.0,2.0,70.79,23.6,0.54,0.58,0.52,0.38,0.62,0.16,0.58,0.28,0.71,0.48,4.67,0.67,0.08,8.67,0.23
